R1,init,t3,t2,weekly,gaussian,t1,t4,t5,t6,R2,R3,smooth,delay_opt,timevar_est,timevar_sim,fixed,misdelay,filename,estimationDir,simulationDir,infection_file,re_file,infection_exists,re_exists,infection_size,re_size,ReRMSE,RelError,RootDiff,EmpCoverage,CIWidth,OneTrans,DTWdist,frac_normal,overall_normal,slopeError,maxInc,t3diff
3,1000,21,20,1,0,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,264258,956915,0.31472571494879464,-0.040774118128095546,2,0.05,0.03572133002466382,0.9322033898305084,0.10116808216606518,0.6333333333333333,FALSE,0.9062460385653215,37766,1
3.5,1000,21,20,1,0,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,268098,972686,0.3604913803475686,-0.0409387570553682,3,0.08196721311475409,0.024051715195976486,0.9180327868852459,0.113119902300577,0.8688524590163934,FALSE,0.9139040620300768,86411,1
2.5,10,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,275105,976168,0.2137215729161934,-0.024412655417432035,1,0.6935483870967742,0.43949145450275195,1,0.0458889046244413,0.9354838709677419,FALSE,0.6461316444808024,172,6
3,10,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,275293,988234,0.23729197498909418,-0.0203427439074375,2,0.5161290322580645,0.26744776770741663,0.9811320754716981,0.03948303506364732,0.9838709677419355,FALSE,0.6533822144962282,525,6
3.5,10,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,276931,990535,0.2650345696391204,-0.018180455666300246,2,0.4444444444444444,0.17284367130643297,0.9482758620689655,0.055808988847345566,0.7301587301587301,FALSE,0.6542277723836799,1320,6
2.5,100,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,282161,1029475,0.19263202319698672,-0.02983521206496501,1,0.4,0.14633367139717168,0.9672131147540983,0.04525380046604158,0.9692307692307692,FALSE,0.5952794992284212,1754,6
3,100,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,279231,1020242,0.22294623562229735,-0.021147361010648607,2,0.34375,0.0859109217508141,0.9672131147540983,0.04549579983826328,0.96875,FALSE,0.620937078569039,5122,6
3.5,100,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,283517,1034905,0.24516044041045415,-0.01777177220846466,2,0.2,0.05584552203755444,0.9523809523809523,0.05104933522619673,0.9538461538461539,FALSE,0.6297090730887981,13161,6
2.5,1000,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,287758,1052498,0.2015761238616028,-0.02514467717370512,1,0.16666666666666666,0.04604925843413965,0.9538461538461539,0.04411846300927381,0.9393939393939394,FALSE,0.6413593126130033,17653,6
3,1000,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,283239,1036311,0.22517613829346406,-0.017403919158989728,2,0.1076923076923077,0.02787529660186938,0.9384615384615385,0.04819303196367494,0.46153846153846156,FALSE,0.6577986254139335,51209,6
3.5,1000,26,20,1,0,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,289905,1060413,0.25860650592331824,-0.013060301682698498,2,0.08955223880597014,0.01756943481136164,0.9402985074626866,0.05331701292860047,0.1791044776119403,FALSE,0.6732641404419025,131900,6
2.5,10,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,295504,1050386,0.13899046252343897,-0.008829277953741837,1,0.6865671641791045,0.36923413763659463,1,0.025633268840793956,0.9104477611940298,FALSE,0.4247039623688791,255,11
3,10,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,299147,1073475,0.1812685206885354,-0.007868265274432665,1,0.4852941176470588,0.20603442681195538,0.9833333333333333,0.03757375860338036,0.9117647058823529,FALSE,0.457911674449126,907,11
3.5,10,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,296402,1072375,0.19587489783092008,-0.0032338087208259414,2,0.38235294117647056,0.12332975485546388,0.9841269841269841,0.03553116076814088,0.6617647058823529,FALSE,0.4572001717944515,2586,11
2.5,100,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,306605,1130041,0.1473671292070621,-0.01932984768713358,1,0.39436619718309857,0.12153684124371811,0.9850746268656716,0.03710674202371383,0.9436619718309859,FALSE,0.41776665252744033,2608,11
3,100,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,305573,1126516,0.16659913543403412,-0.013118655134977156,1,0.323943661971831,0.06696941851936433,0.9710144927536232,0.037290658711452956,0.971830985915493,FALSE,0.4167335709420353,8838,11
3.5,100,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,299193,1100065,0.18268434878390358,-0.0024896012292275975,2,0.18840579710144928,0.039620392395443016,0.9850746268656716,0.03488505701472174,1,FALSE,0.41986907238952886,25774,11
2.5,1000,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,309922,1144002,0.1490889187064896,-0.018083841252285904,1,0.20833333333333334,0.038839265079458674,0.9859154929577465,0.03512043765809581,0.7777777777777778,FALSE,0.40061349362031456,26257,11
3,1000,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,306973,1131814,0.1580899109854002,-0.008851466887042574,1,0.14084507042253522,0.021231653463900546,0.9714285714285714,0.034615680823696496,0.8169014084507042,FALSE,0.4069873460147658,88363,11
3.5,1000,31,20,1,0,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,303321,1116039,0.17227131153341466,-0.002003374985299501,2,0.11428571428571428,0.012747067907838527,0.9571428571428572,0.032987973191547074,0.9571428571428572,FALSE,0.4213855328544927,258317,11
2.5,10,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_2.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,321356,1156612,0.0992350205718607,-0.014387500794813277,1,0.6027397260273972,0.31735287834750225,1,0.024009752662802093,0.9863013698630136,FALSE,0.255928408229216,392,16
3,10,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,318840,1146560,0.13835881093388464,-0.005291048984223378,1,0.4520547945205479,0.15652956371090343,1,0.03248216395555587,0.9452054794520548,FALSE,0.31994513856359913,1601,16
3.5,10,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3.5_init_10_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,315560,1148940,0.14304606144260468,0.004697231733787724,1,0.3698630136986301,0.08742462030886444,0.9857142857142858,0.027244594644482097,0.9041095890410958,FALSE,0.3206483504384149,5222,16
2.5,100,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_2.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,318479,1180137,0.11309214342298929,-0.008911177971543118,1,0.40540540540540543,0.10137670915702196,0.9722222222222222,0.026391591213900393,0.7972972972972973,FALSE,0.3039136677877121,4001,16
3,100,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,322884,1195513,0.1336771971580552,-0.004343309154464441,1,0.18666666666666668,0.051113953687119684,0.9726027397260274,0.034792810974045324,0.9733333333333334,FALSE,0.31032198491688306,15608,16
3.5,100,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3.5_init_100_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,321746,1195024,0.14662487611711586,0.002036671814723851,1,0.17333333333333334,0.028356087998833157,0.9863013698630136,0.03223790945400916,0.92,FALSE,0.31732357997407323,52050,16
2.5,1000,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_2.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,326260,1211794,0.12512140810382832,-0.01108276420619371,1,0.18421052631578946,0.03200615360348036,0.9733333333333334,0.0297390282024826,0.9078947368421053,FALSE,0.29802488910238234,40270,16
3,1000,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,326886,1211831,0.12401596430469929,-0.0030362594114127332,1,0.10526315789473684,0.016520746835588906,0.9733333333333334,0.02926496367836053,0.9078947368421053,FALSE,0.2997840645317596,156050,16
3.5,1000,36,20,1,0,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3.5_init_1000_week_1_norm_0_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,325849,1211275,0.14563051446122108,0.0030191829129183135,1,0.09210526315789473,0.009057849242542992,0.9733333333333334,0.031376091688323345,0.881578947368421,FALSE,0.3226528091017555,521647,16
2.5,10,21,20,0.25,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_2.5_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_2.5_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_2.5_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,254824,890697,0.28466795602216316,-0.04708246481670902,2,0.6842105263157895,0.5052336408548812,1,0.0839363227922044,0.9285714285714286,FALSE,0.8996123120740773,142,1
3,10,21,20,0.25,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_3_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_3_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_3_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,257764,906468,0.35753764410406236,-0.04022908104965643,4,0.41379310344827586,0.3295105131289046,0.9210526315789473,0.10849288498643607,0.9473684210526315,FALSE,0.925364213006169,387,1
3.5,10,21,20,0.25,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_3.5_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_3.5_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_3.5_init_10_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,255126,907919,0.4074378897656387,-0.03194938601857865,4,0.2982456140350877,0.23555993710792222,0.9024390243902439,0.12111604368170746,0.9824561403508771,FALSE,0.9176425559206193,865,1
2.5,100,21,20,0.25,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_2.5_init_100_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_2.5_init_100_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_2.5_init_100_week_0.25_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,264086,955174,0.29049931457162304,-0.03147080594387606,3,0.16666666666666666,0.1744491706630824,0.9130434782608695,0.10942231294541681,0.8166666666666667,FALSE,0.9095069500693975,1453,1
